cd_sector,tx_sector_descr_nl,ms_avg_tot_net_taxable_inc,ms_median_net_taxable_inc
51009A01-,LE CALVAIRE,26388,21169
51009A02-,FRONTIERE,32923,27173
51009A032,CORON PEROU,31739,25638
51009A081,BERNISSART - LAC,NA,NA
51009A091,MARAIS,NA,NA
51009A10-,HARCHIES-CENTRE,30860,25339
51009A191,CITE JARDIN - RISQUE TOUT,24244,20762
51009A202,FRAITI,24449,18171
51009A282,PREAU - RESERVE NATURELLE,NA,NA
51009B00-,POMMEROEUL-CENTRE,32363,25459
51009B01-,PETIT CREPIN-CENTRE,29225,24581
51009B082,RUE NOTRE DAME,38316,31760
51009B091,CHEMIN DE FER,NA,30744
51009B10-,VILLE POMMEROEUL-CENTRE,36565,28895
51009B290,SUD AUTOROUTE PARIS,NA,NA
51009B381,CANAL NIMY - BLATON NORD,37064,30647
51009B392,ROND DU BOIS DE VILLE,55973,37111
51009C00-,BLATON-CENTRE,28287,22402
51009C01-,BLATON - GARE,29727,24267
51009C02-,GRAND BRUYERE,32665,26295
51009C08-,AUTOROUTE,34638,27923
51009C091,HAIE DES CHEVAUX,38053,26989
51009C192,MONT DES GROSEILLIERS,42429,34772
5101211PQ,SAINT-JACQUES,NA,NA
51012A001,BRUGELETTE-CENTRE,30456,24748
51012A01-,BOLLIGNIES,36583,28803
51012A02-,CHAUSSEE DE MONS,30652,27340
51012A032,CARMES,31739,27347
51012A082,GABRIELLE PETIT-CROIX DU CADET,28203,23304
51012A091,FERSEGNIES,35929,35036
51012B00-,GAGES-CENTRE,35025,27245
51012B0PP,ANCHAIN,38442,34318
51012C00-,CAMBRON - CASTEAU - CENTRE,33532,26762
51012C082,CROIX SAINT-GHISLAIN,NA,NA
51012C0PN,PARADISIO,NA,NA
51012D000,MEVERGNIES-CENTRE,34865,25556
51012D09-,ANCIENNES CARRIERES,NA,28609
51012D11-,LES TRIEUX,36261,30534
51012D1PN,PATARD,NA,NA
51012E000,ATTRE-CENTRE,37520,25862
51012E01-,ATTRE-CENTRE NORDRD,32024,26953
51012E0PP,SAINT-MARTIN,38174,33571
51014A001,CHIEVRES-CENTRE,29022,22796
51014A010,FERME GOSSUIN,NA,NA
51014A022,ARBRE SAINT-ELOI,39052,31576
51014A091,AERODROME,NA,27655
51014A092,HORIME,40832,33053
51014A0PN,LA PONNERIE,43041,37565
51014A10-,VAUDIGNIES - CENTRE,34413,27309
51014A183,BOIS DE VILLE,34591,33019
51014A191,VAUDIGNIES - HAB. DISPERSEES,33067,24942
51014B002,TONGRE-SAINT-MARTIN-CENTRE,40989,31051
51014B091,TONGRE-SAINT-MARTIN-HAB. DISP.,49990,35650
51014B19-,AU VERT BUISSON,37892,26331
51014C00-,LADEUZE-CENTRE,38478,31788
51014C082,AUNOI MARLIERE,42728,38128
51014C091,DENDRE RIVE DROITE-HAB. DISP.,NA,40902
51014C101,LE HAMEAU,38773,31969
51014C182,TIRIPRE,NA,NA
51014C19-,HUISSIGNIES - STATION,29171,24833
51014D00-,GROSAGE-CENTRE,34567,26935
51014D09-,GROSAGE-HABITATIONS DISPERSEES,34867,24834
51014D19-,ROUMONT,34407,31485
51014E001,HUISSIGNIES-CENTRE,37148,27488
51014E012,LE BAS TRIEUX,36913,28524
51014E09-,HUISSIGNIES-HABITATIONS DISP.,34450,26734
51014F00-,TONGRE-NOTRE-DAME-CENTRE,34030,26105
51014F0PN,LE GASTIER,37680,33305
51014F1PN,HAMEAU DU JARDIN,35725,28806
51017A00-,ELLEZELLES-CENTRE,31730,24231
51017A01-,BRUYERE,33815,29996
51017A082,CRIMONT,37812,27197
51017A091,ELLEZELLES - HAB. DISP. - EST,37946,29114
51017A180,MONT D'ELLEZELLES,38166,30271
51017A182,BREUCQ,39159,34384
51017A191,QUATRE VENTS,32745,25879
51017A210,GRAND-MONCHAUT,36086,27118
51017A280,PLACE A L'AULNOIT,40589,33008
51017A290,CHENE SAINT-PIERRE- BOIS D'HUBERMONT,33469,26367
51017B00-,WODECQ-CENTRE,33955,28740
51017B010,VIEUX MOULIN,40280,32648
51017B082,PARADIS,40620,31548
51017B091,WODECQ-HABITATIONS DISPERSEES,38180,29235
51017C00-,LAHAMAIDE-CENTRE,35112,29339
51017C09-,LAHAMAIDE - HABIT. DISP. - EST,NA,23104
51017C19-,CAMBRON - ROME,NA,22476
51019A001,FLOBECQ-CENTRE,30225,23281
51019A012,MARAIS A L'EAU,37687,31931
51019A08-,POTTEREE - AUBECQ - AULNOIT,37577,28432
51019A099,POURRI - BRUYERE - LA PLANCHE,39074,32438
51019A19-,QUENEAU - BOUDENGHIEN,41660,30440
51019A20-,LA HOUPPE-CHAUSSEE-CAPELETTE,35487,34157
51019A29-,LA HOUPPE - BOIS,29765,24359
51019A30-,BOIS SAINTE-ANNE - HURDUMONT,39491,33835
51019A39-,MONT DE RHODES - MOTTE - LOUVIERE - PLACHETTES - LUMEN,45568,28548
51065A001,FRASNES-LEZ-BUISSENAL-CENTRE,27918,22431
51065A012,RESIDENCE D'HERGIES,35991,28847
51065A023,FAVARTE,26689,18563
51065A032,SUCRERIE,NA,NA
51065A034,ROUTE DE TOURNAI,NA,34899
51065A08-,LES MONTS - PIRONCHE,38870,30198
51065A091,MARTIMONT - CROISETTE,40018,30648
51065B00-,OEUDEGHIEN-CENTRE,33207,26543
51065B09-,OEUDEGHIEN-HABITATIONS DISP.,41955,30710
51065C000,BUISSENAL - PLACE,38902,30249
51065C010,SAULE PENDU,36401,32617
51065C08-,PIRONCHE - CLOUCHE - BAS PRES,32846,23544
51065C09-,BUISSENAL-HABITATIONS DISP.,41442,33544
51065D000,MOUSTIER-CENTRE,29431,26040
51065D08-,ALLY - BAS-MARAIS - LES COMMUNES - DREVE,36281,30362
51065D090,FEUILLEES- FORESTEAU- BREUCHS- BERCEAU - ROUTE D'ATH,37523,31624
51065D190,COGUEREAUMONT,38633,31371
51065E000,HACQUEGNIES-CENTRE,30873,26903
51065E002,LONG SAULE,33515,28229
51065E080,FECHEU - CHAUSSEE DE RENAIX,38232,27898
51065E091,LES BLANCS ARBRE - MONCEAU - ROBERTPRE,38979,29937
51065F00-,HERQUEGIES-CENTRE,40128,28990
51065F09-,HERQUEGIES-HABITATIONS DISP.,30286,22945
51065G00-,MONTROEUL-AU-BOIS- CENTRE,35805,29277
51065G08-,CHAUSSEE - HAB. DISP. NORD,37049,33284
51065G09-,CHAUSSEE - HAB. DISP. SUD,43566,31317
51065H00-,FOREST-CENTRE,34353,22405
51065H082,BAS FOREST,38302,29363
51065H091,HAUT FOREST,35480,29918
51065J00-,ANVAING-CENTRE,32991,27106
51065J010,ANVAING - STATION,28071,26410
51065J082,HAMEAU D'OUTRE ET GRAND COURBE,NA,NA
51065J091,CARNOI-DELBART-PETITE COURBE,37227,29311
51065J190,ELLIGNIES,NA,26520
51065K000,CORDES-CENTRE,36029,27916
51065K09-,CORDES-HABITATIONS DISPERSEES,37227,31118
51065L000,ARC-CENTRE,34047,24581
51065L09-,ARC-HABITATIONS DISPERSEES,35150,26718
51065L10-,AINIERES-CENTRE,36856,30793
51065L19-,AINIERES-HABITATIONS DISP.,35995,29962
51065M001,WATTRIPONT-CENTRE,NA,23458
51065M092,WATTRIPONT - HABITATIONS DISP.,NA,NA
51065N00-,DERGNEAU-CENTRE,37117,28107
51065N002,DERGNEAU-NORD,41649,35419
51065N091,BEAUVOLERS - LABLEAU,40435,30484
51065N199,DERGNEAU - STATION - FRANCHETERRE - GRAND CANTON,35305,28567
51065P00-,SAINT-SAUVEUR-CENTRE,34534,28064
51065P002,SAINT-SAUVEUR-CENTRE-EXTENTION,35292,27419
51065P083,LES MONTS,44856,37086
51065P091,SAINT-SAUVEUR - HAB. DISP.,36434,28551
51065P19-,GARCEAU - DURENNE,41769,32910
51065P29-,LES HAUTS,42453,31692
55010A00-,ENGHIEN-CENTRE,29358,24248
55010A01-,PARC,33350,23544
55010A02-,ENGHIEN-CENTRE SUD-OUEST,31037,25015
55010A03-,ENGHIEN-CENTRE NORD,28476,22682
55010A04-,ENGHIEN-CENTRE EST,27498,22261
55010A05-,COLLEGE SAINT-AUGUSTIN,23711,19653
55010B00-,MARCQ-CENTRE,44039,37864
55010B01-,LA ROUGE - CHAUSSEE D'ATH,40179,24828
55010B022,CHAMP D'ENGHIEN,34041,22187
55010B083,RUE BELLE,46634,37904
55010B091,MARCQ-HABITATIONS DISPERSEES,44160,29014
55010B100,LABLIAU-CENTRE,NA,35114
55010B190,LABLIAU-HABITATIONS DISPERSEES,45760,30703
55010B21-,LA CROISETTE-CENTRE,NA,39224
55010B29-,LA CROISETTE-HABITATIONS DISP.,38316,33692
55010C000,PETIT-ENGHIEN - CENTRE,36978,28125
55010C01-,CHAUSSEE D'ENGHIEN,39255,30520
55010C08-,CARENBERG - CHAMP DE COQUIANE,47662,38811
55010C09-,TILLEUL AU BOIS - GRAND CHAMP,45733,33554
55010C101,PETIT-ENGHIEN-GARE SUD-VIADUC,28670,24058
55010C11-,PETIT-ENGHIEN-GARE NORD - PUTTENBERG,38945,29326
55010C122,VAL LISE,36062,29423
55010C19-,LES 7 ETOILES-WARELLES-COUCOU,NA,22765
55010C28-,COQUIANE,42576,32027
55010C29-,BOIS DE STRIHOUX,NA,35940
5503910PQ,BOIS DES VALISES,NA,NA
55039A00-,SILLY-CENTRE,35000,24510
55039A003,DR.DUBOIS,40784,29903
55039A082,HAMEAU D'EN HAUT,39708,29110
55039A0PP,SILLY-HABITATIONS DISPERSEES,39609,30787
55039A10-,SAINT-MARCOULT - CENTRE,47043,34048
55039A19-,SAINT-MARCOULT - HAB. DISP.,39565,28155
55039A2PN,GAMBREMONT - MAUVINAGE - BOIS DE SILLY,35786,27076
55039B00-,HELLEBECQ-CENTRE,41354,34153
55039B01-,STOKOI,39114,30568
55039B082,BEAUREGARD,38409,30995
55039B091,HELLEBECQ-HABITATIONS DISP.,50284,32153
55039C00-,BASSILLY-CENTRE,33659,27506
55039C01-,LA CAVEE,36154,26277
55039C022,BEGUINAGE,40187,30296
55039C08-,PETIT BRUXELLES - WARISSET,40116,30809
55039C091,HOUTAING,38727,30655
55039C29-,BOURLON,46085,35152
55039D000,HOVES-CENTRE,40646,31749
55039D012,MAIRE-BOIS,40910,30733
55039D091,HOVES-HABITATIONS DISPERSEES,49667,34963
55039E00-,GRATY-CENTRE,34096,26014
55039E012,CULOT DU BOIS,43600,31341
55039E091,GRATY-HABITATIONS DISPERSEES,45525,32512
55039F00-,THORICOURT-CENTRE,42098,32299
55039F09-,THORICOURT-HABITATIONS DISP.,40689,28660
55039G09-,FOULENG,45926,32200
55039H000,GONDREGNIES-CENTRE,NA,34573
55039H09-,GONDREGNIES-HABITATIONS DISP.,NA,24528
55023A00-,LESSINES-CENTRE,21132,17924
55023A011,LESSINES - GARE,24441,20720
55023A02-,LESSINES - ANCIEN ABATTOIR,27881,22003
55023A03-,PORTE D'OGY - KENIMONT,28257,24362
55023A04-,PORTE DE GRAMMONT,30352,24848
55023A052,CHEMIN D'ATH,36779,30980
55023A072,LESSINES - ZONE INDUSTRIELLE,36424,34017
55023A091,LONGUE BORNE - LONG ROYON - ROBREUCQ,32030,24962
55023A10-,HOURAING,30900,24390
55023A19-,PETIT HAMEAU,34945,30042
55023A20-,SAINT-ROCH,24529,20639
55023A21-,SARTS ET MOUPLON,28633,23970
55023A27-,CAILLOU HUBIN - BRONCHENNE,24925,22165
55023B00-,DEUX-ACREN-CENTRE,32303,25041
55023B09-,DENDRE OUEST,40919,35390
55023B19-,BOURENG,44530,27848
55023B21-,MARAIS,32559,26916
55023B29-,REMINCOURT,37538,28653
55023B31-,GLACENEE,34707,31674
55023B323,LES SARTS,34395,26088
55023B372,DEUX-ACREN - ZONE INDUSTRIELLE,30556,27923
55023B391,DEUX-ACREN-HABITATIONS DISP.,32286,25436
55023C00-,BOIS-DE-LESSINES-CENTRE,36208,28685
55023C012,CALTIER,49917,36767
55023C091,BOIS-DE-LESSINES - HABITATIONS DISPERSEES - EST CHATEAU,41727,35435
55023C172,CAHO,NA,NA
55023C191,LOGE - GAGES,NA,26956
55023D00-,OLLIGNIES-CENTRE,32129,27488
55023D02-,MAZENQUE,40231,28469
55023D03-,LE PONT - LA MARAIS,35848,27434
55023D08-,VERTE LOUCHE,NA,NA
55023D09-,FLORBECQ,NA,34992
55023D18-,HAMEAU D'EN HAUT,47369,32863
55023E00-,PAPIGNIES-CENTRE,32992,28289
55023E0PP,PAPIGNIES-HABITATIONS DISP.,25684,21580
55023E10-,WANNEBECQ-CENTRE,43506,31205
55023E1PN,WANNEBECQ-HABITATIONS DISP.,37775,30609
55023F00-,OGY-CENTRE,31752,24939
55023F013,LA BLANCHE,37718,28230
55023F082,WARDOIS,35690,32151
55023F091,REMENPONT,34422,26533
55023G00-,GHOY-CENTRE,35460,26893
55023G09-,GHOY-HABITATIONS DISPERSEES,37150,28672
52010A00-,CHAPELLE-LEZ-HERLAIMONT-CENTRE,27055,21962
52010A011,PETIT-GOUY,28610,23358
52010A022,LE NORD,33726,27184
52010A03-,LES SAUX,32372,25070
52010A051,LA CHAUSSEE,31090,25673
52010A081,MARAIS-HERLAIMONT-VIVIER,33132,25450
52010A10-,BASCOUP,24634,20601
52010A19-,SEC PACHI,NA,27337
52010A200,BOIS DES MAITRES-CENTRE,32862,26115
52010A29-,BOIS DES MAITRES - HAB. DISP.,NA,NA
52010A39-,CLAIRE FONTAINE - COUSIS,35836,29297
52010A41-,RUCHE CHAPELLOISE,21628,18210
52010A422,GRANDE CAMPAGNE,32970,26371
52010A51-,LE CHENE,29217,24663
52010A522,CITE REINE ASTRID,25862,20527
52010B00-,GODARVILLE-CENTRE,32212,26547
52010B010,GODARVILLE - CITE,23624,19131
52010B08-,CHAMPS D'EN HAUT - ESPINETTE,35061,27326
52010B09-,GODARVILLE - HAB. DISP.-CASTIA,39362,28548
52010C000,PIETON-CENTRE,29965,22573
52010C010,LA GARE,35487,27948
52010C02-,CITE DE LA CASE,29840,23793
52010C04-,TRIEUX DE PIETON,45125,28805
52010C080,CAMPAGNE DE LA CASE,NA,31108
52010C099,CHAMPS DE LA GLORIETTE,44924,34950
52010C19-,BOIS DES VALLEES,31672,28407
52010C29-,PIETOCO,NA,NA
5201112MQ,PARKING E42,NA,NA
52011A00-,CHARLEROI - VILLE HAUTE,18210,16364
52011A02-,PARC REINE ASTRID,27472,21304
52011A031,BEAUX ARTS,19953,16591
52011A04-,UNIVERSITE DU TRAVAIL,21423,16776
52011A0AR,STADE,20557,16859
52011A0BR,SPINOIS,21580,19943
52011A10-,VILLE BASSE,22521,18389
52011A101,ANCIEN PALAIS DE JUSTICE,29063,22338
52011A111,GARE DE L'OUEST,15630,15698
52011A112,DIGUE,22040,17798
52011A12-,BOSQUETVILLE,23671,18574
52011A133,RUELOUX,22030,18687
52011A172,GARE DU SUD,NA,NA
52011A20-,LA BROUCHETERRE,22448,18977
52011A21-,CAYAUDERIE,22735,20223
52011A222,MAMBOURG,NA,16614
52011A301,LE FAUBOURG,20793,17839
52011A31-,BOIS DEL BOL,19919,17704
52011A322,CITES RESIDENCES,23478,19634
52011A333,L'ALOUETTE,21065,18053
52011A374,ABATTOIR,17481,17016
52011A433,VIADUC,18904,16781
52011B021,CENTENAIRE,22185,19308
52011B031,LAVIOLETTE,21490,19498
52011B04-,PAS-LA-HAUT,24790,20883
52011B052,SAINCTELETTEN,22639,19992
52011B07-,ANCIEN CHARBONNAGE DE PIGES,19944,17857
52011B0AH,LA PLANCHE,21755,18919
52011B0BH,HOUSSIERE,22629,19682
52011B0CH,ANCIENNE MIROITERIE,19874,17210
52011B11-,CARABIN,19696,18299
52011B172,THY-LE CHATEAU,NA,NA
52011B1MR,CIMETIERE DE DAMPREMY,NA,NA
52011C00-,LODELINSART-CENTRE - MARTEAU,27146,22500
52011C01-,SAINT-ANTOINE - BON AIR,25221,20505
52011C03-,AULNIATS,27703,24300
52011C09-,SACRE-FRANCOIS - FOSSE,NA,22343
52011C0AH,CHENOIS,22508,20285
52011C0BH,WARCHAT,20542,18926
52011C101,COUCOU,22911,19474
52011C192,LA LIMITE,NA,NA
52011C201,GROS-FAYT,27279,21727
52011C212,L'ETANG,24834,20419
52011C223,SPLINTEX,23835,20209
52011C2MR,LODELINSART-GARE,21197,17684
52011D000,GILLY - VILLAGE,23940,18711
52011D010,QUARTRE BRAS,19538,17445
52011D02-,LE LOUVV,24456,20621
52011D031,LES AUDUINS,26335,22053
52011D042,HOPITAL ST JOSEPH,25138,22374
52011D053,CHANTRAINE,27240,23255
52011D0PR,LES VIVIERS,30649,29016
52011D0QR,FERME BLANCHE,37054,32638
52011D11-,WARMONCEAU,24194,21109
52011D12-,BOIS DE LOBBES,27652,23697
52011D192,SOLEILMONT,NA,NA
52011D1AS,LES HAUCHIES,23709,20192
52011D1BS,ANCIEN DISPENSAIRE,33246,25934
52011D1PT,LES NUTONS,16651,17102
52011D1QT,CREMATORIUM DE GILLY,NA,NA
52011D20-,GENDARMERIE,25088,20255
52011D21-,LE SART CULPART,26599,22052
52011D221,CITE ARTHUR GAILLY,27835,24531
52011D232,ROND-POINT-CIMETIERE,30519,26694
52011D30-,SART ALLET,25503,21558
52011D31-,CITE GERMINAL,24627,20621
52011D40-,LES HAIES,20655,18455
52011D4AH,GAZOMETRE,23203,20277
52011D4BH,SEPT ACTIONS,25186,20621
52011E001,MONTIGNIES-SUR-SAMBRE-CENTRE,24053,20621
52011E01-,CENTENAIRE,28760,21654
52011E021,LE ROCTIAU,25258,21493
52011E0MH,FRICHE INDUSTRIELLE,NA,NA
52011E0NH,HAINAUT-SAMBRE,NA,NA
52011E101,LES TRIEUX,24856,20708
52011E112,LA CORDERIE,22933,20409
52011E123,YERNAUX,18552,17075
52011E172,LE POISIER,20941,18264
52011E1AX,BOIS-MONCEU,21708,19564
52011E1BX,GILLIEAUX,25833,20492
52011E201,CITE SELESTAT,22605,19029
52011E272,MONTIGNIES FORMATION,NA,NA
52011E2AY,LA CRECHE,28460,23863
52011E2BY,L'EPINE,27201,23263
52011E2CZ,HOPITAL STE THERESE,29995,26148
52011E2DZ,TRIEU KAISIN-DUCHERE,30734,26817
52011E401,OLYMPIC,28813,22696
52011E412,CITE DE L'EUROPE,25240,20429
52011E50-,NEUVILLE,24649,21007
52011E51-,LES RECOLLETS,24937,20762
52011E52-,NEUVILLE-CHET,27523,22540
52011E60-,HOSPICE-DEPOT,22956,20174
52011F001,COUILLET-CENTRE,21583,18151
52011F011,LES FIESTAUX,23486,20302
52011F021,VILLAGE,21102,18510
52011F032,BOIS DES CLOCHES,20820,18980
52011F042,LA CITADELLE,24331,20621
52011F072,HAINAUT SAMBRE,NA,21757
52011F0PH,STATION D'EPURATION,27922,20407
52011F0PN,CARRIERES,NA,NA
52011F0QH,BAVERY,21704,18319
52011F101,CITE SOLVAY,26785,22039
52011F112,L'AMERIQUE,27421,22673
52011F212,LES QUATRES BRAS,24858,20676
52011F2AX,TRANSVAAL,32747,26529
52011F2BX,WARECHAS,25606,21928
52011G001,MARCINELLE-CENTRE,22605,19049
52011G011,HAUCHIES,29501,23851
52011G021,LES GLACIERES,23874,19355
52011G0AX,LE TEMPLE,27103,22468
52011G0BX,TERRAINS DE SPORT,26590,22438
52011G0CY,CHERBOIS,27059,21954
52011G0DY,HIERCHEUSE,22821,18608
52011G0ER,NICAISE,20530,17457
52011G0MH,MARCHE VESPERAL,26888,23028
52011G0NH,SQUARE DEHONT,28476,22735
52011G0PR,PONT DE PHILIPPEVILLE,20163,18711
52011G0WR,PARC D'ACTIVITES ECONOMIQUES,18758,17841
52011G111,PARC DE LA VILLETTE,23960,20226
52011G122,LA BELLE VUE,28288,23065
52011G172,ATELIER ACEC-THY,NA,25023
52011G1AS,LA VILLETTE,28102,21683
52011G1BS,CHANTIER LIXON,26692,23005
52011G201,QUARTIER DU XII,24093,20506
52011G211,LES CHENEVIERES,28483,23390
52011G221,CITE PARC,19916,17359
52011G232,CITE EMPAIN,29338,25461
52011G242,LA FERME BAL,37192,31111
52011G253,CERISIER,25524,20990
52011G291,LA TOMBE,31408,26758
52011G302,QUARTIER LAGRANGE,26201,23804
52011G39-,LA BRUYERE - BOIS,NA,NA
52011G3AZ,LES HAIES,28245,24481
52011G3BZ,LA BABOTTERIE,29133,24806
52011G3CG,HUBLINBU,41038,31477
52011G3DG,RUE DU BOIS,52188,30772
52011G412,LES CLOSIERES,37765,32174
52011G511,SART-SAINT-NICOLAS,32027,23360
52011G522,CHAMP DE COURSE,49615,34054
52011G5AN,LA BRUYERE (RESIDENCE),43237,32715
52011H001,MONT-SUR-MARCHIENNE,28824,23401
52011H012,HAIES DES TIENNES,40561,28112
52011H021,FORET,29312,27157
52011H030,BRUN-CHENE - LES MARLERES,32172,25282
52011H04-,LE MORIA,26278,21716
52011H05-,PONT-A-NOLE,31933,29491
52011H072,BEAU SART,25852,22770
52011H10-,BEAU-SITE - MAYEURI,34141,27271
52011H20-,HAIES - GERMAINE - AIREMONT,43784,29115
52011H212,LES HAIES,36857,28186
52011H223,TRY DU SCOUF,38518,30225
52011H234,LES SABLIERES,36044,30393
52011H281,ROCHER LOMBOT,NA,NA
52011H295,LE GADIN,46640,25025
52011H312,LA SAMBRE,24013,20238
52011H3MR,SAMBRE,NA,NA
52011H3NR,ZONE,27608,21202
52011H401,LES GONCERIES,29245,23620
52011H412,CITE EUROPE,32159,25678
52011H432,MON LOGIS,17242,17102
52011H4AH,LUTIA,31026,24929
52011H4BH,CENTENAIRE,28235,24998
52011H59-,MAGNEROULLE,NA,NA
52011J00-,MARCHIENNE-AU-PONT-CENTRE,22634,19894
52011J01-,ROND-POINT,26079,21985
52011J02-,ZONE,25074,20760
52011J07-,SAINT-MARTIN,NA,NA
52011J10-,MATADI,25695,21628
52011J11-,CITE DU NORD,24036,21505
52011J122,LE SPIGNAT,16779,16741
52011J191,SITE ALLARD,NA,NA
52011J201,MARCHIENNE ETAT,18510,16916
52011J272,GOFFART,20894,20531
52011J30-,MARCHIENNE EST,21487,18370
52011J3MH,FABRIQUE DE FER,24979,18875
52011J3NH,TECHNOPOLE RENAISSANCE VILLETTE,24193,21599
52011J401,DOCHERIE - SAINT-PIERRE,24047,20621
52011J411,CITE DES ACCACIAS,23496,20621
52011J42-,BOUGNOU,22241,19452
52011J432,QUARTIER ST CHARLES,24697,20621
52011J442,FOND SUZANNE,21759,19208
52011J452,TROISIEME ECLUSE,17005,17057
52011J491,TERRIL SAINT-CHARLES,NA,NA
52011J57-,LA PROVIDENCE,18050,17021
52011K00-,MONCEAU SUR SAMBRE-CENTRE,23324,20327
52011K011,ST FIACRE,19655,18174
52011K031,LES PIGES,27237,22586
52011K041,BARBIEUX,27677,24065
52011K051,RUAU,26838,23473
52011K052,CALVAIRE,27051,23315
52011K0AH,TROU BARBEAU,26510,21675
52011K0BH,SCAPEE,22323,20753
52011K0MX,ZONES INDUSTRIELLES,19019,18042
52011K0NX,CITE ATELIERS GERMAIN,20440,18491
52011K0PY,FOSSE DU BOIS,NA,30308
52011K0QY,MONCEAU NORD,38118,31195
52011K102,HAMEAU,28091,22454
52011K1PZ,BOIS DU HAMEAU-JAMBE DE BOIS,NA,NA
52011K1QZ,ANCIENNES FORGES,NA,NA
52011K202,GRANDS TRIEUX,23702,20621
52011K212,CITE MALGHEM,23475,20654
52011K2MR,MONCEAU FORMATION,24860,20621
52011K2NR,LAMINOIRS DU RUAU,NA,NA
52011K3AG,LE HAN,29834,25170
52011K3BG,CIMETIERE DE MONCEAU,25234,21940
52011L001,GOUTROUX-CENTRE - AMERIQUE,37462,30352
52011L010,CITE - TERRIENNE,36604,32523
52011L022,CITE LE FOYER,21447,19483
52011L090,GOUTROUX-HABITATIONS DISP.,42463,37277
52011L101,LA BRETAGNE - PONT-A-VACHES,32316,27222
52011L112,CITE CHARBONNAGE,27321,24311
52011M00-,ROUX-CENTRE,29387,22665
52011M01-,CITE ROVIENNE ET TERRIENNE,31155,25499
52011M02-,WILBEAUROUX,27870,22307
52011M04-,CITE DE LA LACHE,21458,17424
52011M052,CENTRE CANAL,19295,18593
52011M081,GARE DE FORMATION - INDONSART,NA,NA
52011M0MH,RUE LATERALE,NA,22317
52011M0NH,SOUS-LE-BOIS,26603,21867
52011M0WH,GLAVERBEL,NA,NA
52011M10-,AISELIES - LORRAINE,26028,21974
52011M111,BASSEE - LE MAUGY,27043,22203
52011M172,L'ECLUSE,NA,NA
52011M201,HUBES,31486,27193
52011M212,CITE DE LA PAIX,24403,21737
52011M312,LE MARTINET,27869,23079
52011N00-,JUMET - CHEF-LIEU,24487,21150
52011N01-,SAINT-GHISLAIN,27711,22149
52011N020,BELLE VUE,24758,20753
52011N03-,LA BRULOTTE - ST JUNIEU,24725,20758
52011N04-,LE CAROSSE,27746,23601
52011N101,GOHISSART - LA QUAIRELLE,24830,21068
52011N112,LOOS,29602,24777
52011N121,LA COPIE,27041,22405
52011N132,BAYEMONT,21928,18307
52011N151,LA COUPE,24382,20621
52011N20-,HOUBOIS - CENTRE,26032,21214
52011N22-,ALTREE,31193,24238
52011N23-,HOUBOIS - ETOILE,30815,24828
52011N2MH,ZONING INDUSTRIEL,NA,NA
52011N2NH,PHILOSOPHE,NA,19326
52011N30-,LES HAMENDES,28406,22290
52011N3AH,BOIS  NOEL,33181,24575
52011N3BH,TRIANOY,25659,23220
52011N41-,SART LES MOINES,30049,23468
52011N501,JUMET STATION,26244,21531
52011N512,CHAUDMONDEAU - FORBEL,27104,23615
52011N52-,CARREFOUR PUISSANT,26064,21058
52011N60-,HEIGNE,26115,22118
52011N622,WATTELAR,27492,21856
52011N6AX,LA BRUHAUTE,29322,23869
52011N6BX,GLANE,42133,29164
52011P00-,GOSSELIES-CENTRE,21833,18814
52011P01-,CALVAIRE,22685,19498
52011P02-,GOSSELIES - GARE,24565,20621
52011P03-,FAUBOURG DE CHARLEROI,26657,21648
52011P041,CHAUSSEE DE COURCELLES,26621,21333
52011P07-,QUARTIER INDUSTRIEL DE LA GARE,23661,21514
52011P100,FAUBOURG DE BRUXELLES,26791,20621
52011P111,ROUTE DE NIVELLES,28641,23042
52011P122,LES AGASSES - MARLAIRES,31012,26604
52011P172,PIERSOULX,NA,NA
52011P19-,ROBESSE,31813,25605
52011P2PN,CHAMPS DE WAYAU,31175,22863
52011P31-,L'ESCAILLE,28150,23370
52011P322,SART-LES MOINES,33445,26631
52011P381,TREVIEUSART,NA,NA
52011P41-,CHARNUES,28791,21793
52011P422,CITE HUBINON ET SPINOIS,23284,18825
52011R01-,SOCQUOY,32900,26525
52011R02-,LE VIGNERON,34375,27235
52011R031,LE PHILOSOPHE - CITE TOLAIRE,22901,19321
52011R04-,LES RASPES - JEAN FROIE,31579,24730
52011R0AR,WAUTERS,25956,21557
52011R10-,MASSES DIARBOIS - LE FRICOT,28333,22357
52011R12-,BOIS NOEL - BASSEE,29736,23190
52011R13-,CITE LEFEVRE - LA FLANIERE,32928,24475
52011R142,MASSES DIARBOIS - EAU SURELLE,25363,20613
52011R1AH,CUIRASSIER,29651,23509
52011R1BH,JASMES,31606,25249
52011R1CH,COMPLEXE DE L'ECOLOGIE URBAINE,NA,NA
52011R20-,LE BOIS,29156,24536
52011R21-,GARE - ANCIEN CHARBONNAGE,NA,25076
52012A001,CHATELET-CENTRE,21942,18455
52012A011,FONTENY,25273,21338
52012A022,LA CALVAIRE,21811,18059
52012A033,PACHIS WIAUX,26550,21988
52012A040,L'HOPITAL,22415,19749
52012A090,BOULY-JONQUIERE-FOND BERGERS,NA,NA
52012A0AA,GRAND-CHAMP,38327,30118
52012A0PA,TILLEUL-BOUQUEAU-JUSTICE FAYAT,37800,26950
52012A100,LES BINCHES - CARNELLE,38734,31562
